Hugo_Symbol	Amp	Del	total	AlteredSamples
FLNA	87	0	87	87
FSD1	0	87	87	87
FSTL3	0	87	87	87
FUNDC2	87	0	87	87
FZR1	0	87	87	87
G6PD	87	0	87	87
GAB3	87	0	87	87
GABRQ	87	0	87	87
GADD45B	0	87	87	87
GAMT	0	87	87	87
GDI1	87	0	87	87
GIPC3	0	87	87	87
GNA11	0	87	87	87
GNA15	0	87	87	87
GNG7	0	87	87	87
GPX4	0	87	87	87
GRIN3B	0	87	87	87
GZMM	0	87	87	87
H2AFB1	87	0	87	87
H2AFB2	87	0	87	87
H2AFB3	87	0	87	87
HAUS7	87	0	87	87
HCFC1	87	0	87	87
HCN2	0	87	87	87
HDGFRP2	0	87	87	87
HMG20B	0	87	87	87
HMHA1	0	87	87	87
IDH3G	87	0	87	87
IKBKG	87	0	87	87
IRAK1	87	0	87	87
IZUMO4	0	87	87	87
JSRP1	0	87	87	87
KDM4B	0	87	87	87
KISS1R	0	87	87	87
KLF16	0	87	87	87
L1CAM	87	0	87	87
LAGE3	87	0	87	87
LCA10	87	0	87	87
LINGO3	0	87	87	87
LMNB2	0	87	87	87
LPPR3	0	87	87	87
LRG1	0	87	87	87
LSM7	0	87	87	87
MADCAM1	0	87	87	87
MAGEA1	87	0	87	87
MAGEA12	87	0	87	87
MAGEA2	87	0	87	87
MAGEA2B	87	0	87	87
MAGEA3	87	0	87	87
MAGEA6	87	0	87	87
MAP2K2	0	87	87	87
MATK	0	87	87	87
MBD3	0	87	87	87
MECP2	87	0	87	87
MED16	0	87	87	87
MEX3D	0	87	87	87
MFSD12	0	87	87	87
MIDN	0	87	87	87
MIER2	0	87	87	87
MIR1227	0	87	87	87
MIR1909	0	87	87	87
MIR3187	0	87	87	87
MIR4321	0	87	87	87
MIR4745	0	87	87	87
MIR4746	0	87	87	87
MIR4747	0	87	87	87
MIR637	0	87	87	87
MIR718	87	0	87	87
MISP	0	87	87	87
MKNK2	0	87	87	87
MOB3A	0	87	87	87
MPND	0	87	87	87
MPP1	87	0	87	87
MRPL54	0	87	87	87
MTCP1	87	0	87	87
MUM1	0	87	87	87
NAA10	87	0	87	87
NCLN	0	87	87	87
NDUFS7	0	87	87	87
NFIC	0	87	87	87
NMRK2	0	87	87	87
NSDHL	87	0	87	87
OAZ1	0	87	87	87
ODF3L2	0	87	87	87
ONECUT3	0	87	87	87
OPN1LW	87	0	87	87
OPN1MW	87	0	87	87
OPN1MW2	87	0	87	87
OR4F17	0	87	87	87
PALM	0	87	87	87
PCSK4	0	87	87	87
PDZD4	87	0	87	87
PIAS4	0	87	87	87
PIP5K1C	0	87	87	87
PLEKHJ1	0	87	87	87
PLIN3	0	87	87	87
PLIN4	0	87	87	87
PLIN5	0	87	87	87
PLK5	0	87	87	87
PLXNA3	87	0	87	87
PLXNB3	87	0	87	87
PNCK	87	0	87	87
PNMA3	87	0	87	87
PNMA5	87	0	87	87
PNMA6A	87	0	87	87
PNMA6B	87	0	87	87
PNMA6C	87	0	87	87
PNMA6D	87	0	87	87
POLR2E	0	87	87	87
POLRMT	0	87	87	87
PPAP2C	0	87	87	87
PRSS57	0	87	87	87
PRTN3	0	87	87	87
PTBP1	0	87	87	87
PTPRS	0	87	87	87
R3HDM4	0	87	87	87
RAB39B	87	0	87	87
RAX2	0	87	87	87
REEP6	0	87	87	87
RENBP	87	0	87	87
REXO1	0	87	87	87
RN7SL121P	0	87	87	87
RN7SL190P	87	0	87	87
RN7SL202P	0	87	87	87
RN7SL226P	0	87	87	87
RN7SL477P	0	87	87	87
RN7SL528P	0	87	87	87
RN7SL626P	0	87	87	87
RN7SL667P	87	0	87	87
RN7SL687P	87	0	87	87
RN7SL697P	87	0	87	87
RN7SL742P	87	0	87	87
RN7SL84P	0	87	87	87
RN7SL866P	0	87	87	87
RNA5SP462	0	87	87	87
RNF126	0	87	87	87
RPL10	87	0	87	87
RPS15	0	87	87	87
S1PR4	0	87	87	87
SBNO2	0	87	87	87
SCAMP4	0	87	87	87
SEMA6B	0	87	87	87
SF3A2	0	87	87	87
SGTA	0	87	87	87
SH3GL1	0	87	87	87
SHC2	0	87	87	87
SHD	0	87	87	87
SIRT6	0	87	87	87
SLC10A3	87	0	87	87
SLC39A3	0	87	87	87
SLC6A8	87	0	87	87
SMIM9	87	0	87	87
SNORA36A	87	0	87	87
SNORA56	87	0	87	87
SPPL2B	0	87	87	87
SRPK3	87	0	87	87
SSR4	87	0	87	87
STAP2	0	87	87	87
STK11	0	87	87	87
TAZ	87	0	87	87
TBXA2R	0	87	87	87
TCF3	0	87	87	87
TEX28	87	0	87	87
TEX28P1	87	0	87	87
TEX28P2	87	0	87	87
THEG	0	87	87	87
THOP1	0	87	87	87
TICAM1	0	87	87	87
TIMM13	0	87	87	87
TJP3	0	87	87	87
TKTL1	87	0	87	87
TLE2	0	87	87	87
TLE6	0	87	87	87
TMEM187	87	0	87	87
TMEM259	0	87	87	87
TMIGD2	0	87	87	87
TMLHE	87	0	87	87
TMPRSS9	0	87	87	87
TNFAIP8L1	0	87	87	87
TPGS1	0	87	87	87
TREX2	87	0	87	87
UBL4A	87	0	87	87
UBXN6	0	87	87	87
UHRF1	0	87	87	87
VBP1	87	0	87	87
WASH5P	0	87	87	87
WDR18	0	87	87	87
ZBTB7A	0	87	87	87
ZFP92	87	0	87	87
ZFR2	0	87	87	87
ZNF185	87	0	87	87
ZNF275	87	0	87	87
ZNF554	0	87	87	87
ZNF555	0	87	87	87
ZNF556	0	87	87	87
ZNF57	0	87	87	87
ZNF77	0	87	87	87
ABCA11P	0	85	85	85
ABLIM2	0	85	85	85
ACOX3	0	85	85	85
ADD1	0	85	85	85
ADRA2C	0	85	85	85
AFAP1	0	85	85	85
ANAPC4	0	85	85	85
ATP5I	0	85	85	85
BLOC1S4	0	85	85	85
BOD1L1	0	85	85	85
BST1	0	85	85	85
C1QTNF7	0	85	85	85
C4orf48	0	85	85	85
C4orf50	0	85	85	85
C4orf6	0	85	85	85
CC2D2A	0	85	85	85
CCDC149	0	85	85	85
CCDC96	0	85	85	85
CCKAR	0	85	85	85
CD38	0	85	85	85
CLNK	0	85	85	85
CLRN2	0	85	85	85
CPEB2	0	85	85	85
CPLX1	0	85	85	85
CPZ	0	85	85	85
CRIPAK	0	85	85	85
CRMP1	0	85	85	85
CTBP1	0	85	85	85
CYTL1	0	85	85	85
DCAF16	0	85	85	85
DEFB131	0	85	85	85
DGKQ	0	85	85	85
DHX15	0	85	85	85
DOK7	0	85	85	85
DRD5	0	85	85	85
EVC	0	85	85	85
EVC2	0	85	85	85
FAM184B	0	85	85	85
FAM193A	0	85	85	85
FAM200B	0	85	85	85
FAM53A	0	85	85	85
FAM86EP	0	85	85	85
FAM90A26	0	85	85	85
FBXL5	0	85	85	85
FGFBP1	0	85	85	85
FGFBP2	0	85	85	85
FGFR3	0	85	85	85
FGFRL1	0	85	85	85
GAK	0	85	85	85
GBA3	0	85	85	85
GPR125	0	85	85	85
GPR78	0	85	85	85
GRK4	0	85	85	85
GRPEL1	0	85	85	85
HAUS3	0	85	85	85
HGFAC	0	85	85	85
HMX1	0	85	85	85
HS3ST1	0	85	85	85
HSP90AB2P	0	85	85	85
HTRA3	0	85	85	85
HTT	0	85	85	85
IDUA	0	85	85	85
JAKMIP1	0	85	85	85
KCNIP4	0	85	85	85
KIAA0232	0	85	85	85
LAP3	0	85	85	85
LCORL	0	85	85	85
LDB2	0	85	85	85
LETM1	0	85	85	85
LGI2	0	85	85	85
LINC00504	0	85	85	85
LINC00955	0	85	85	85
LRPAP1	0	85	85	85
LYAR	0	85	85	85
MAEA	0	85	85	85
MAN2B2	0	85	85	85
MED28	0	85	85	85
MFSD10	0	85	85	85
MFSD7	0	85	85	85
MIR3138	0	85	85	85
MIR378D1	0	85	85	85
MIR4274	0	85	85	85
MIR4798	0	85	85	85
MIR4800	0	85	85	85
MIR5091	0	85	85	85
MIR548I2	0	85	85	85
MIR571	0	85	85	85
MIR572	0	85	85	85
MIR573	0	85	85	85
MIR943	0	85	85	85
MIR95	0	85	85	85
MRFAP1	0	85	85	85
MRFAP1L1	0	85	85	85
MSANTD1	0	85	85	85
MSX1	0	85	85	85
MXD4	0	85	85	85
MYL5	0	85	85	85
NAT8L	0	85	85	85
NCAPG	0	85	85	85
NELFA	0	85	85	85
NOP14	0	85	85	85
NSG1	0	85	85	85
OTOP1	0	85	85	85
PACRGL	0	85	85	85
PCGF3	0	85	85	85
PDE6B	0	85	85	85
PI4K2B	0	85	85	85
PIGG	0	85	85	85
POLN	0	85	85	85
PPARGC1A	0	85	85	85
PPP2R2C	0	85	85	85
PROM1	0	85	85	85
PSAPL1	0	85	85	85
QDPR	0	85	85	85
RAB28	0	85	85	85
RBPJ	0	85	85	85
RGS12	0	85	85	85
RN7SKP113	0	85	85	85
RN7SKP170	0	85	85	85
RN7SKP275	0	85	85	85
RN7SKP292	0	85	85	85
RN7SKP36	0	85	85	85
RN7SL101P	0	85	85	85
RN7SL16P	0	85	85	85
RN7SL315P	0	85	85	85
RN7SL358P	0	85	85	85
RN7SL589P	0	85	85	85
RN7SL671P	0	85	85	85
RNA5SP152	0	85	85	85
RNA5SP153	0	85	85	85
RNA5SP154	0	85	85	85
RNA5SP155	0	85	85	85
RNA5SP156	0	85	85	85
RNA5SP157	0	85	85	85
RNF212	0	85	85	85
RNF4	0	85	85	85
S100P	0	85	85	85
SCARNA22	0	85	85	85
SEL1L3	0	85	85	85
SEPSECS	0	85	85	85
SH3BP2	0	85	85	85
SH3TC1	0	85	85	85
SLBP	0	85	85	85
SLC26A1	0	85	85	85
SLC2A9	0	85	85	85
SLC34A2	0	85	85	85
SLIT2	0	85	85	85
SMIM20	0	85	85	85
SOD3	0	85	85	85
SORCS2	0	85	85	85
SPON2	0	85	85	85
STIM2	0	85	85	85
STK32B	0	85	85	85
STX18	0	85	85	85
TACC3	0	85	85	85
TADA2B	0	85	85	85
TAPT1	0	85	85	85
TBC1D14	0	85	85	85
TBC1D19	0	85	85	85
TMED11P	0	85	85	85
TMEM128	0	85	85	85
TMEM129	0	85	85	85
TMEM175	0	85	85	85
TNIP2	0	85	85	85
TRMT44	0	85	85	85
USP17L10	0	85	85	85
USP17L11	0	85	85	85
USP17L12	0	85	85	85
USP17L13	0	85	85	85
USP17L15	0	85	85	85
USP17L17	0	85	85	85
USP17L18	0	85	85	85
USP17L19	0	85	85	85
USP17L20	0	85	85	85
USP17L21	0	85	85	85
USP17L22	0	85	85	85
USP17L23	0	85	85	85
USP17L24	0	85	85	85
USP17L25	0	85	85	85
USP17L26	0	85	85	85
USP17L27	0	85	85	85
USP17L28	0	85	85	85
USP17L29	0	85	85	85
USP17L30	0	85	85	85
USP17L5	0	85	85	85
UVSSA	0	85	85	85
WDR1	0	85	85	85
WFS1	0	85	85	85
WHSC1	0	85	85	85
ZBTB49	0	85	85	85
ZCCHC4	0	85	85	85
ZEB2P1	0	85	85	85
ZFYVE28	0	85	85	85
ZNF141	0	85	85	85
ZNF518B	0	85	85	85
ZNF595	0	85	85	85
ZNF718	0	85	85	85
ZNF721	0	85	85	85
ZNF732	0	85	85	85
ZNF876P	0	85	85	85
ACR	0	83	83	83
ADM2	0	83	83	83
ALG12	0	83	83	83
ARHGAP8	0	83	83	83
ARSA	0	83	83	83
ATXN10	0	83	83	83
BRD1	0	83	83	83
C22orf26	0	83	83	83
C22orf34	0	83	83	83
CDPF1	0	83	83	83
CELSR1	0	83	83	83
CERK	0	83	83	83
CHKB	0	83	83	83
CPT1B	0	83	83	83
CRELD2	0	83	83	83
DENND6B	0	83	83	83
FAM118A	0	83	83	83
FAM19A5	0	83	83	83
FBLN1	0	83	83	83
FLJ27365	0	83	83	83
GRAMD4	0	83	83	83
GTSE1	0	83	83	83
HDAC10	0	83	83	83
IL17REL	0	83	83	83
KIAA0930	0	83	83	83
KIAA1644	0	83	83	83
KLHDC7B	0	83	83	83
LDOC1L	0	83	83	83
LINC00207	0	83	83	83
LINC00229	0	83	83	83
LINC00898	0	83	83	83
LINC00899	0	83	83	83
LMF2	0	83	83	83
MAPK11	0	83	83	83
MAPK12	0	83	83	83
MAPK8IP2	0	83	83	83
MIOX	0	83	83	83
MIR1249	0	83	83	83
MIR3201	0	83	83	83
MIR3619	0	83	83	83
MIR3667	0	83	83	83
MIR4535	0	83	83	83
MIR4762	0	83	83	83
MIR4763	0	83	83	83
MIRLET7A3	0	83	83	83
MIRLET7B	0	83	83	83
MLC1	0	83	83	83
MOV10L1	0	83	83	83
NCAPH2	0	83	83	83
NUP50	0	83	83	83
ODF3B	0	83	83	83
PANX2	0	83	83	83
PARVB	0	83	83	83
PARVG	0	83	83	83
PHF21B	0	83	83	83
PIM3	0	83	83	83
PKDREJ	0	83	83	83
PLXNB2	0	83	83	83
PNPLA3	0	83	83	83
PNPLA5	0	83	83	83
PPARA	0	83	83	83
PPP6R2	0	83	83	83
PRR5	0	83	83	83
RABL2B	0	83	83	83
RIBC2	0	83	83	83
RN7SKP252	0	83	83	83
RN7SL500P	0	83	83	83
SAMM50	0	83	83	83
SBF1	0	83	83	83
SCO2	0	83	83	83
SHANK3	0	83	83	83
SMC1B	0	83	83	83
SULT4A1	0	83	83	83
SYCE3	0	83	83	83
TBC1D22A	0	83	83	83
TRABD	0	83	83	83
TRMU	0	83	83	83
TTC38	0	83	83	83
TTLL8	0	83	83	83
TUBGCP6	0	83	83	83
TYMP	0	83	83	83
UPK3A	0	83	83	83
WNT7B	0	83	83	83
ZBED4	0	83	83	83
ABHD2	0	79	79	79
ACAN	0	79	79	79
AEN	0	79	79	79
ANPEP	0	79	79	79
AP3S2	0	79	79	79
ARRDC4	0	79	79	79
BLM	0	79	79	79
C15orf32	0	79	79	79
C15orf38	0	79	79	79
CHD2	0	79	79	79
CIB1	0	79	79	79
CRTC3	0	79	79	79
DET1	0	79	79	79
FAM169B	0	79	79	79
FAM174B	0	79	79	79
FANCI	0	79	79	79
FES	0	79	79	79
FURIN	0	79	79	79
GABARAPL3	0	79	79	79
GDPGP1	0	79	79	79
HAPLN3	0	79	79	79
HDDC3	0	79	79	79
IDH2	0	79	79	79
IGF1R	0	79	79	79
IQGAP1	0	79	79	79
ISG20	0	79	79	79
KIF7	0	79	79	79
LINC00052	0	79	79	79
LINC00923	0	79	79	79
LINC00924	0	79	79	79
LINC00925	0	79	79	79
LINC00928	0	79	79	79
LINC00930	0	79	79	79
LRRC28	0	79	79	79
MAN2A2	0	79	79	79
MCTP2	0	79	79	79
MESP1	0	79	79	79
MESP2	0	79	79	79
MFGE8	0	79	79	79
MIR1179	0	79	79	79
MIR1469	0	79	79	79
MIR3174	0	79	79	79
MIR3175	0	79	79	79
MIR4714	0	79	79	79
MIR5009	0	79	79	79
MIR5094	0	79	79	79
MRPL46	0	79	79	79
MRPS11	0	79	79	79
NGRN	0	79	79	79
NR2F2	0	79	79	79
NTRK3	0	79	79	79
PEX11A	0	79	79	79
PGPEP1L	0	79	79	79
PLIN1	0	79	79	79
POLG	0	79	79	79
PRC1	0	79	79	79
RCCD1	0	79	79	79
RGMA	0	79	79	79
RHCG	0	79	79	79
RLBP1	0	79	79	79
RN7SKP181	0	79	79	79
RN7SKP254	0	79	79	79
RN7SL162P	0	79	79	79
RN7SL346P	0	79	79	79
RN7SL363P	0	79	79	79
RN7SL599P	0	79	79	79
RN7SL677P	0	79	79	79
RN7SL736P	0	79	79	79
RN7SL755P	0	79	79	79
RN7SL757P	0	79	79	79
RNA5SP401	0	79	79	79
SEMA4B	0	79	79	79
SLCO3A1	0	79	79	79
SPATA8	0	79	79	79
ST8SIA2	0	79	79	79
SV2B	0	79	79	79
SYNM	0	79	79	79
TICRR	0	79	79	79
TTC23	0	79	79	79
TTC28	0	79	79	79
TTLL13	0	79	79	79
UNC45A	0	79	79	79
VPS33B	0	79	79	79
WDR93	0	79	79	79
ZNF710	0	79	79	79
ZNF774	0	79	79	79
MIR920	0	78	78	78
SOX5	0	78	78	78
DLG2	0	77	77	77
TMEM126B	0	77	77	77
[TNFSF10]	77	0	77	77
FOXP1	0	73	73	73
MIR1284	0	73	73	73
AKR1C1	72	0	72	72
AKR1C2	72	0	72	72
AKR1C3	72	0	72	72
AKAP8	69	0	69	69
AKAP8L	69	0	69	69
BRD4	69	0	69	69
MIR1470	69	0	69	69
PGLYRP2	69	0	69	69
RASAL3	69	0	69	69
WIZ	69	0	69	69
CTAGE15	0	68	68	34
GATS	0	68	68	34
MUC3A	0	68	68	34
POLR2J2	0	68	68	34
ABCC4	67	0	67	67
ABHD13	67	0	67	67
ADPRHL1	67	0	67	67
ANKRD10	67	0	67	67
ARGLU1	67	0	67	67
ARHGEF7	67	0	67	67
ATP11A	67	0	67	67
ATP4B	67	0	67	67
C13orf35	67	0	67	67
CARKD	67	0	67	67
CARS2	67	0	67	67
CDC16	67	0	67	67
CHAMP1	67	0	67	67
CLDN10	67	0	67	67
COL4A1	67	0	67	67
COL4A2	67	0	67	67
CUL4A	67	0	67	67
DAOA	67	0	67	67
DCT	67	0	67	67
DCUN1D2	67	0	67	67
DNAJC3	67	0	67	67
DZIP1	67	0	67	67
EFNB2	67	0	67	67
F10	67	0	67	67
F7	67	0	67	67
FAM155A	67	0	67	67
GAS6	67	0	67	67
GPC3	0	67	67	67
GPC5	67	0	67	67
GPC6	67	0	67	67
GPR180	67	0	67	67
GRK1	67	0	67	67
GRTP1	67	0	67	67
HS6ST3	67	0	67	67
ING1	67	0	67	67
IRS2	67	0	67	67
LAMP1	67	0	67	67
LIG4	67	0	67	67
LINC00343	67	0	67	67
LINC00344	67	0	67	67
LINC00346	67	0	67	67
LINC00353	67	0	67	67
LINC00354	67	0	67	67
LINC00359	67	0	67	67
LINC00379	67	0	67	67
LINC00391	67	0	67	67
LINC00403	67	0	67	67
LINC00404	67	0	67	67
LINC00410	67	0	67	67
LINC00440	67	0	67	67
LINC00443	67	0	67	67
LINC00452	67	0	67	67
LINC00453	67	0	67	67
LINC00454	67	0	67	67
LINC00460	67	0	67	67
LINC00551	67	0	67	67
LINC00557	67	0	67	67
LINC00559	67	0	67	67
LINC00565	67	0	67	67
LINC00567	67	0	67	67
LINC00676	67	0	67	67
MBNL2	67	0	67	67
MCF2L	67	0	67	67
MIR106A	0	67	67	67
MIR1267	67	0	67	67
MIR17HG	67	0	67	67
MIR18B	0	67	67	67
MIR19B2	0	67	67	67
MIR20B	0	67	67	67
MIR363	0	67	67	67
MIR4502	67	0	67	67
MIR548AR	67	0	67	67
MIR548AS	67	0	67	67
MIR622	67	0	67	67
MIR92A2	0	67	67	67
MYO16	67	0	67	67
OXGR1	67	0	67	67
PCID2	67	0	67	67
PROZ	67	0	67	67
RAB20	67	0	67	67
RAP2A	67	0	67	67
RASA3	67	0	67	67
RN7SKP10	67	0	67	67
RN7SKP7	67	0	67	67
RN7SL164P	67	0	67	67
RN7SL585P	67	0	67	67
RN7SL783P	67	0	67	67
RNA5SP34	67	0	67	67
RNA5SP35	67	0	67	67
RNA5SP36	67	0	67	67
RNA5SP37	67	0	67	67
RNA5SP38	67	0	67	67
RNA5SP39	67	0	67	67
RNU4ATAC3P	67	0	67	67
RNY3P8	67	0	67	67
RNY4P27	67	0	67	67
SNORD22	67	0	67	67
SNORD31	67	0	67	67
SNORD44	67	0	67	67
SOX1	67	0	67	67
SOX21	67	0	67	67
SPACA7	67	0	67	67
TEX29	67	0	67	67
TFDP1	67	0	67	67
TGDS	67	0	67	67
TMCO3	67	0	67	67
TMEM255B	67	0	67	67
TNFSF13B	67	0	67	67
TUBGCP3	67	0	67	67
UGGT2	67	0	67	67
UPF3A	67	0	67	67
[RN7SL140P]	65	0	65	65
AOX2P	64	0	64	64
ACKR3	0	62	62	62
AGAP1	0	62	62	62
AGXT	0	62	62	62
ANKMY1	0	62	62	62
ANO7	0	62	62	62
AQP12A	0	62	62	62
AQP12B	0	62	62	62
ARL4C	0	62	62	62
ASB1	0	62	62	62
ASB18	0	62	62	62
ATG4B	0	62	62	62
BOK	0	62	62	62
C2orf54	0	62	62	62
CAPN10	0	62	62	62
COL6A3	0	62	62	62
COPS8	0	62	62	62
CXXC11	0	62	62	62
D2HGDH	0	62	62	62
DTYMK	0	62	62	62
DUSP28	0	62	62	62
ESPNL	0	62	62	62
FAM132B	0	62	62	62
FARP2	0	62	62	62
GAL3ST2	0	62	62	62
GBX2	0	62	62	62
GPC1	0	62	62	62
GPR35	0	62	62	62
HDAC4	0	62	62	62
HDLBP	0	62	62	62
HES6	0	62	62	62
ILKAP	0	62	62	62
ING5	0	62	62	62
IQCA1	0	62	62	62
KIF1A	0	62	62	62
KLHL30	0	62	62	62
LRRFIP1	0	62	62	62
MIR149	0	62	62	62
MIR2467	0	62	62	62
MIR3133	0	62	62	62
MIR4269	0	62	62	62
MIR4440	0	62	62	62
MIR4441	0	62	62	62
MIR4786	0	62	62	62
MLPH	0	62	62	62
MTERFD2	0	62	62	62
MYEOV2	0	62	62	62
NDUFA10	0	62	62	62
NEU4	0	62	62	62
OR6B2	0	62	62	62
OR6B3	0	62	62	62
OTOS	0	62	62	62
PASK	0	62	62	62
PDCD1	0	62	62	62
PER2	0	62	62	62
PPP1R7	0	62	62	62
PRLH	0	62	62	62
PRR21	0	62	62	62
RAB17	0	62	62	62
RAMP1	0	62	62	62
RBM44	0	62	62	62
RN7SL204P	0	62	62	62
RNA5SP122	0	62	62	62
RNPEPL1	0	62	62	62
SCLY	0	62	62	62
SEPT2	0	62	62	62
SH3BP4	0	62	62	62
SNED1	0	62	62	62
STK25	0	62	62	62
THAP4	0	62	62	62
TRAF3IP1	0	62	62	62
TWIST2	0	62	62	62
UBE2F	0	62	62	62
AACS	0	59	59	59
ABCB9	0	59	59	59
ANHX	0	59	59	59
ANKLE2	0	59	59	59
ARL6IP4	0	59	59	59
ATP6V0A2	0	59	59	59
B3GNT4	0	59	59	59
BCL7A	0	59	59	59
BRI3BP	0	59	59	59
C12orf65	0	59	59	59
CCDC62	0	59	59	59
CCDC92	0	59	59	59
CDK2AP1	0	59	59	59
CHFR	0	59	59	59
CLIP1	0	59	59	59
DDX51	0	59	59	59
DDX55	0	59	59	59
DENR	0	59	59	59
DHX37	0	59	59	59
DIABLO	0	59	59	59
DNAH10	0	59	59	59
DNAH10OS	0	59	59	59
EIF2B1	0	59	59	59
EP400	0	59	59	59
EP400NL	0	59	59	59
FAM101A	0	59	59	59
FBRSL1	0	59	59	59
FZD10	0	59	59	59
GALNT9	0	59	59	59
GLT1D1	0	59	59	59
GOLGA3	0	59	59	59
GPR133	0	59	59	59
GTF2H3	0	59	59	59
HCAR1	0	59	59	59
HCAR2	0	59	59	59
HCAR3	0	59	59	59
HIP1R	0	59	59	59
IL31	0	59	59	59
KNTC1	0	59	59	59
LINC00507	0	59	59	59
LINC00508	0	59	59	59
LINC00939	0	59	59	59
LINC00943	0	59	59	59
LINC00944	0	59	59	59
LRCOL1	0	59	59	59
LRRC43	0	59	59	59
MIR3612	0	59	59	59
MIR3908	0	59	59	59
MIR4304	0	59	59	59
MIR4419B	0	59	59	59
MIR5188	0	59	59	59
MLXIP	0	59	59	59
MMP17	0	59	59	59
MPHOSPH9	0	59	59	59
MUC8	0	59	59	59
NCOR2	0	59	59	59
NOC4L	0	59	59	59
OGFOD2	0	59	59	59
P2RX2	0	59	59	59
PGAM5	0	59	59	59
PITPNM2	0	59	59	59
PIWIL1	0	59	59	59
POLE	0	59	59	59
PUS1	0	59	59	59
PXMP2	0	59	59	59
RAN	0	59	59	59
RILPL1	0	59	59	59
RILPL2	0	59	59	59
RIMBP2	0	59	59	59
RN7SL133P	0	59	59	59
RN7SL534P	0	59	59	59
RNA5SP375	0	59	59	59
RNA5SP376	0	59	59	59
RNA5SP377	0	59	59	59
RNA5SP378	0	59	59	59
RNA5SP379	0	59	59	59
RNU4ATAC12P	0	59	59	59
RPL22P19	0	59	59	59
RSRC2	0	59	59	59
SBNO1	0	59	59	59
SCARB1	0	59	59	59
SETD8	0	59	59	59
SFSWAP	0	59	59	59
SLC15A4	0	59	59	59
SNORA49	0	59	59	59
SNRNP35	0	59	59	59
STX2	0	59	59	59
TCTN2	0	59	59	59
TMED2	0	59	59	59
TMEM132B	0	59	59	59
TMEM132C	0	59	59	59
TMEM132D	0	59	59	59
UBC	0	59	59	59
ULK1	0	59	59	59
VPS33A	0	59	59	59
VPS37B	0	59	59	59
ZCCHC8	0	59	59	59
ZNF10	0	59	59	59
ZNF140	0	59	59	59
ZNF26	0	59	59	59
ZNF268	0	59	59	59
ZNF605	0	59	59	59
ZNF664	0	59	59	59
ZNF84	0	59	59	59
ZNF891	0	59	59	59
CCND1	57	0	57	57
ORAOV1	57	0	57	57
KLB	54	0	54	54
LIAS	54	0	54	54
MIR5591	54	0	54	54
RFC1	54	0	54	54
RPL9	54	0	54	54
SMIM14	54	0	54	54
UGDH	54	0	54	54
LRP1B	0	52	52	52
RN7SL283P	0	52	52	52
[RXRA]	47	0	47	47
AKAP10	46	0	46	46
ALDH3A1	46	0	46	46
ALDH3A2	46	0	46	46
B9D1	46	0	46	46
CCDC144CP	46	0	46	46
EPN2	46	0	46	46
FAM83G	46	0	46	46
GRAP	46	0	46	46
GRAPL	46	0	46	46
MAPK7	46	0	46	46
MFAP4	46	0	46	46
MIR1180	46	0	46	46
RN7SL17P	46	0	46	46
RNF112	46	0	46	46
SLC47A1	46	0	46	46
SLC47A2	46	0	46	46
SLC5A10	46	0	46	46
SNORA59B	46	0	46	46
SNORD3A	46	0	46	46
SNORD3C	46	0	46	46
SNORD3D	46	0	46	46
SPECC1	46	0	46	46
ULK2	46	0	46	46
AASS	0	34	34	34
ABCB8	0	34	34	34
ABCF2	0	34	34	34
ACHE	0	34	34	34
ACTL6B	0	34	34	34
ACTR3B	0	34	34	34
ACTR3C	0	34	34	34
ADCK2	0	34	34	34
AGAP3	0	34	34	34
AGBL3	0	34	34	34
AGFG2	0	34	34	34
AGK	0	34	34	34
AHCYL2	0	34	34	34
AKR1B1	0	34	34	34
AKR1B10	0	34	34	34
AKR1B15	0	34	34	34
AKR1D1	0	34	34	34
ALKBH4	0	34	34	34
ANKRD7	0	34	34	34
AOC1	0	34	34	34
AP1S1	0	34	34	34
AP4M1	0	34	34	34
ARF5	0	34	34	34
ARHGEF35	0	34	34	34
ARHGEF5	0	34	34	34
ARMC10	0	34	34	34
ASB10	0	34	34	34
ASB15	0	34	34	34
ASIC3	0	34	34	34
ASZ1	0	34	34	34
ATG9B	0	34	34	34
ATP6V0A4	0	34	34	34
ATP6V0E2	0	34	34	34
ATP6V1F	0	34	34	34
ATXN7L1	0	34	34	34
BCAP29	0	34	34	34
BLACE	0	34	34	34
BPGM	0	34	34	34
BRAF	0	34	34	34
C7orf13	0	34	34	34
C7orf33	0	34	34	34
C7orf34	0	34	34	34
C7orf43	0	34	34	34
C7orf49	0	34	34	34
C7orf55	0	34	34	34
C7orf60	0	34	34	34
C7orf61	0	34	34	34
C7orf66	0	34	34	34
C7orf73	0	34	34	34
CADPS2	0	34	34	34
CALD1	0	34	34	34
CALU	0	34	34	34
CASP2	0	34	34	34
CAV1	0	34	34	34
CAV2	0	34	34	34
CBLL1	0	34	34	34
CCDC136	0	34	34	34
CCDC71L	0	34	34	34
CDHR3	0	34	34	34
CDK5	0	34	34	34
CEP41	0	34	34	34
CFTR	0	34	34	34
CHCHD3	0	34	34	34
CHPF2	0	34	34	34
CHRM2	0	34	34	34
CLCN1	0	34	34	34
CLDN15	0	34	34	34
CLEC2L	0	34	34	34
CLEC5A	0	34	34	34
CNOT4	0	34	34	34
CNPY1	0	34	34	34
CNPY4	0	34	34	34
CNTNAP2	0	34	34	34
COG5	0	34	34	34
COL26A1	0	34	34	34
COPG2	0	34	34	34
COPS6	0	34	34	34
